ClaveEnt,Entidad,ClaveMun,Municipio,pobtot,pobmas,pobfem,p_0a2,p_0a2_m,p_0a2_f,p_3ymas,p_3ymas_m,p_3ymas_f,p_5ymas,p_5ymas_m,p_5ymas_f,p_12ymas,p_12ymas_m,p_12ymas_f,p_15ymas,p_15ymas_m,p_15ymas_f,p_18ymas,p_18ymas_m,p_18ymas_f,p_3a5,p_3a5_m,p_3a5_f,p_6a11,p_6a11_m,p_6a11_f,p_8a14,p_8a14_m,p_8a14_f,p_12a14,p_12a14_m,p_12a14_f,p_15a17,p_15a17_m,p_15a17_f,p_18a24,p_18a24_m,p_18a24_f,p_15a49_f,p_60ymas,p_60ymas_m,p_60ymas_f,rel_h_m,pob0_14,pob15_64,pob65_mas,prom_hnv,pnacent,pnacent_m,pnacent_f,pnacoe,pnacoe_m,pnacoe_f,pres2005,pres2005_m,pres2005_f,presoe05,presoe05_m,presoe05_f,p3ym_hli,p3ym_hli_m,p3ym_hli_f,p3hlinhe,p3hlinhe_m,p3hlinhe_f,p3hli_he,p3hli_he_m,p3hli_he_f,p5_hli,p5_hli_nhe,p5_hli_he,phog_ind,pcon_lim,pclim_mot,pclim_vis,pclim_leng,pclim_aud,pclim_mot2,pclim_men,pclim_men2,psin_lim,p3a5_noa,p3a5_noa_m,p3a5_noa_f,p6a11_noa,p6a11_noam,p6a11_noaf,p12a14noa,p12a14noam,p12a14noaf,p15a17a,p15a17a_m,p15a17a_f,p18a24a,p18a24a_m,p18a24a_f,p8a14an,p8a14an_m,p8a14an_f,p15ym_an,p15ym_an_m,p15ym_an_f,p15ym_se,p15ym_se_m,p15ym_se_f,p15pri_in,p15pri_inm,p15pri_inf,p15pri_co,p15pri_com,p15pri_cof,p15sec_in,p15sec_inm,p15sec_inf,p15sec_co,p15sec_com,p15sec_cof,p18ym_pb,p18ym_pb_m,p18ym_pb_f,graproes,graproes_m,graproes_f,pea,pea_m,pea_f,pe_inac,pe_inac_m,pe_inac_f,pocupada,pocupada_m,pocupada_f,pdesocup,pdesocup_m,pdesocup_f,psinder,pder_ss,pder_imss,pder_iste,pder_istee,pder_segp,p12ym_solt,p12ym_casa,p12ym_sepa,pcatolica,pncatolica,potras_rel,psin_relig,tothog,hogjef_m,hogjef_f,pobhog,phogjef_m,phogjef_f,vivtot,tvivhab,tvivpar,vivpar_hab,tvivparhab,vivpar_des,vivpar_ut,ocupvivpar,prom_ocup,pro_ocup_c,vph_pisodt,vph_pisoti,vph_1dor,vph_2ymasd,vph_1cuart,vph_2cuart,vph_3ymasc,vph_c_elec,vph_s_elec,vph_aguadv,vph_aguafv,vph_excsa,vph_drenaj,vph_nodren,vph_c_serv,vph_snbien,vph_radio,vph_tv,vph_refri,vph_lavad,vph_autom,vph_pc,vph_telef,vph_cel,vph_inter,tam_loc
15,México,15001,Acambay,60918,29449,31469,3885,1951,1934,56916,27440,29476,54142,26038,28104,44092,20986,23106,39796,18835,20961,35353,16560,18793,4170,2120,2050,8654,4334,4320,10092,5049,5043,4296,2151,2145,4443,2275,2168,7707,3534,4173,15866,5629,2578,3051,94,21005,35775,4021,3,58013,28131,29882,2402,1067,1335,52103,24743,27360,839,415,424,8563,4049,4514,39,5,34,8238,3906,4332,8532,39,8211,18999,2727,1343,818,272,368,172,112,247,57796,2372,1212,1160,201,110,91,285,152,133,2701,1347,1354,1693,735,958,309,176,133,5277,1621,3656,5166,1713,3453,7517,3652,3865,6801,3255,3546,1912,1110,802,10433,5382,5051,6602,3102,3500,7,7,7,19427,15081,4346,24386,5733,18653,17388,13277,4111,2039,1804,235,17771,42897,1488,1228,687,37784,17112,23525,3389,56804,3282,20,285,14179,11057,3122,60834,50301,10533,18984,14207,18956,14179,14207,3076,1701,60834,4,1,13180,948,5794,8349,670,3282,10170,13468,665,10795,3337,9405,8292,5727,7253,1132,10051,12011,6983,3528,3956,1180,2600,3920,496,
15,México,15002,Acolman,136558,68392,68166,7541,3922,3619,124733,62176,62557,119070,59381,59689,99089,49032,50057,91419,45067,46352,83591,41053,42538,8471,4238,4233,17173,8906,8267,19056,9933,9123,7670,3965,3705,7828,4014,3814,15856,7984,7872,37543,7817,3684,4133,100,40855,86314,5105,2,78274,40114,38160,53834,26054,27780,107634,53768,53866,10323,4950,5373,1769,909,860,7,0,7,1518,781,737,1762,7,1514,4701,4843,2347,1091,453,471,252,309,850,123902,4094,2030,2064,376,201,175,403,236,167,5709,2875,2834,3952,1970,1982,277,167,110,2632,812,1820,3343,1217,2126,7412,3386,4026,13776,6464,7312,5183,3003,2180,27345,14335,13010,30613,14959,15654,9,9,9,51556,35127,16429,45092,11691,33401,48889,33048,15841,2667,2079,588,55747,74084,35578,9322,1466,23232,32162,58023,8249,114251,9539,202,4309,32477,25978,6499,130039,107714,22325,43145,33781,41841,32477,33762,6298,3066,130039,4,1,31009,1217,13285,18981,2369,5954,23886,32149,128,25108,7130,31885,31805,408,24852,154,28596,31514,27267,23154,12475,8386,12157,24438,4194,
15,México,15003,Aculco,44823,22043,22780,2835,1430,1405,41962,20599,21363,39926,19548,20378,32663,15904,16759,29627,14363,15264,26553,12774,13779,3072,1565,1507,6227,3130,3097,7204,3627,3577,3036,1541,1495,3074,1589,1485,5833,2782,3051,11823,3613,1696,1917,97,15170,27000,2627,3,38468,19080,19388,6197,2885,3312,38415,18724,19691,985,457,528,3140,1497,1643,2,1,1,3032,1440,1592,3123,2,3018,6966,2554,1464,795,221,334,132,148,159,42083,1605,833,772,136,61,75,199,107,92,1650,823,827,721,318,403,189,103,86,3328,1117,2211,3184,1172,2012,5837,2879,2958,6159,2964,3195,1481,852,629,8415,4396,4019,3803,1764,2039,7,7,7,15592,11805,3787,16948,4012,12936,14594,10941,3653,998,864,134,10481,34278,3140,371,981,29429,12155,17918,2550,41679,2394,1,416,10510,8177,2333,44776,36340,8436,12945,10518,12937,10510,10516,1329,1098,44776,4,1,9614,880,4369,6116,735,2315,7429,9777,699,8879,1608,6889,6282,4180,5808,569,7677,9280,6288,3365,3909,756,941,4914,188,
15,México,15004,Almoloya de Alquisiras,14856,7091,7765,907,466,441,13948,6625,7323,13263,6261,7002,10742,4963,5779,9630,4398,5232,8565,3868,4697,1012,543,469,2194,1119,1075,2576,1299,1277,1112,565,547,1065,530,535,1763,760,1003,3931,1429,654,775,91,5225,8597,1033,3,14104,6749,7355,538,247,291,12591,5827,6764,159,72,87,19,7,12,0,0,0,10,4,6,19,0,10,56,500,259,95,69,61,51,35,54,14318,476,270,206,33,18,15,119,70,49,575,262,313,289,134,155,102,68,34,1108,427,681,855,349,506,2210,1010,1200,2264,1007,1257,460,246,214,2157,1055,1102,1474,653,821,7,7,7,4854,3620,1234,5816,1293,4523,4632,3424,1208,222,196,26,3613,11223,96,203,258,9690,3853,5897,977,14374,329,0,96,3622,2683,939,14856,11604,3252,5250,3622,5250,3622,3622,1069,559,14856,4,1,3325,294,1411,2206,118,683,2816,3482,134,2571,1045,2822,2743,844,2162,197,2489,3045,2208,1598,1480,393,794,1909,138,
15,México,15005,Almoloya de Juárez,147653,73783,73870,9900,5056,4844,137369,68534,68835,130441,65055,65386,107279,53291,53988,98296,48856,49440,89367,44372,44995,10155,5101,5054,19935,10142,9793,21967,11112,10855,8983,4435,4548,8929,4484,4445,19631,9695,9936,40397,8676,3933,4743,100,48973,92328,5968,3,138006,69091,68915,8646,4220,4426,127130,63391,63739,2086,981,1105,840,392,448,4,2,2,641,286,355,834,4,640,2117,4325,2211,1211,477,524,232,230,342,139898,5957,2972,2985,652,328,324,867,359,508,4944,2517,2427,3015,1526,1489,469,264,205,8879,2733,6146,8523,2842,5681,16682,7863,8819,21074,10098,10976,4560,2800,1760,25843,14374,11469,18816,9561,9255,7,8,7,51587,38692,12895,52212,11516,40696,48703,36130,12573,2884,2562,322,48534,95365,21917,3043,5041,61351,36548,63649,6825,139099,5395,71,938,32743,27268,5475,144394,124921,19473,41935,32842,41836,32743,32840,7171,1922,144394,4,1,29908,2700,12748,19861,2130,6873,23549,31570,1029,24790,7797,25520,23482,8848,19705,1316,25530,29931,17583,9324,10516,3886,5202,16830,1889,
15,México,15006,Almoloya del Río,10886,5199,5687,653,318,335,10213,4872,5341,9758,4636,5122,8213,3863,4350,7598,3569,4029,6985,3264,3721,685,357,328,1315,652,663,1474,734,740,615,294,321,613,305,308,1455,690,765,3059,937,413,524,91,3268,6904,694,2,10038,4833,5205,746,318,428,9476,4488,4988,117,56,61,54,25,29,1,0,1,36,17,19,54,1,36,146,456,244,153,37,73,18,18,31,10321,328,174,154,21,11,10,41,24,17,459,225,234,418,196,222,26,11,15,359,105,254,372,124,248,941,420,521,1271,590,681,379,237,142,1777,879,898,2573,1198,1375,9,9,9,4545,2866,1679,3607,966,2641,4388,2747,1641,157,119,38,4764,6069,938,306,1111,3289,2642,4796,757,10342,407,4,67,2425,1901,524,10874,8792,2082,2950,2429,2946,2425,2429,320,201,10874,4,1,2228,189,920,1501,229,440,1750,2403,16,2407,18,2390,2379,42,2346,25,2180,2334,1555,1468,981,595,1027,1148,362,
15,México,15007,Amanalco,22868,11224,11644,1552,768,784,21253,10424,10829,20171,9875,10296,16554,8069,8485,14890,7237,7653,13256,6415,6841,1595,811,784,3104,1544,1560,3739,1851,1888,1664,832,832,1634,822,812,3202,1534,1668,5985,1786,831,955,96,7915,13611,1279,3,21854,10770,11084,898,400,498,19538,9500,10038,396,191,205,1970,942,1028,2,1,1,1801,858,943,1953,2,1791,4476,917,447,235,108,127,29,16,90,21771,932,480,452,95,53,42,138,65,73,951,490,461,437,200,237,104,53,51,2154,708,1446,1971,678,1293,3538,1701,1837,3044,1536,1508,893,492,401,3382,1850,1532,1702,821,881,6,6,6,7335,5827,1508,9086,2162,6924,6950,5470,1480,385,357,28,6391,16375,388,228,440,15209,5917,9175,1431,21434,1201,1,68,5238,4122,1116,22803,18827,3976,6269,5256,6251,5238,5254,605,408,22803,4,1,4754,466,2159,3051,358,1385,3463,4852,361,4223,995,4256,3804,1392,3133,596,2963,4200,1685,1026,955,266,662,1347,131,
15,México,15008,Amatepec,26334,12799,13535,1558,794,764,24761,12000,12761,23709,11458,12251,19788,9480,10308,17868,8515,9353,15953,7566,8387,1520,788,732,3453,1732,1721,4303,2147,2156,1920,965,955,1915,949,966,3180,1532,1648,6185,3816,1833,1983,95,8451,14976,2892,3,24788,12043,12745,1050,513,537,22631,10748,11883,304,152,152,13,8,5,0,0,0,3,0,3,12,0,2,15,2118,1126,590,232,354,122,74,203,24141,633,335,298,76,43,33,230,101,129,970,478,492,670,303,367,148,85,63,3421,1333,2088,3649,1572,2077,3209,1550,1659,3571,1732,1839,884,489,395,3508,1716,1792,2662,1288,1374,6,6,6,8437,6703,1734,11267,2722,8545,8140,6432,1708,297,271,26,6861,19444,337,453,1677,16642,7212,10728,1829,24587,1127,8,260,6508,5005,1503,26324,21671,4653,8884,6511,8881,6508,6511,1918,455,26324,4,1,5877,617,2132,4362,245,1113,5131,6307,188,1571,4925,5202,5156,1334,1341,395,3766,5124,4926,3243,2208,696,1734,3740,325,
15,México,15009,Amecameca,48421,23240,25181,2640,1353,1287,45427,21710,23717,43518,20732,22786,36683,17334,19349,33952,15941,18011,31086,14513,16573,2879,1451,1428,5865,2925,2940,6583,3331,3252,2731,1393,1338,2866,1428,1438,6091,2962,3129,13669,4219,1919,2300,92,14115,30968,2984,2,42861,20623,22238,5062,2366,2696,42469,20210,22259,695,306,389,156,75,81,1,0,1,76,33,43,154,1,76,407,1778,1015,394,173,192,104,86,166,46034,1259,646,613,164,91,73,154,82,72,2012,1007,1005,1710,833,877,108,64,44,1223,436,787,1368,515,853,3130,1277,1853,5774,2614,3160,1288,715,573,9889,4974,4915,11180,5259,5921,9,9,9,18383,12679,5704,18142,4552,13590,17437,11903,5534,946,776,170,24812,23136,8545,2166,1411,7434,12404,20687,3527,43238,3200,108,556,11246,8624,2622,48013,38319,9694,13046,11366,12926,11246,11360,1093,587,48013,4,1,10203,1004,4469,6751,1157,2658,7381,11120,91,10801,397,11024,10399,795,10073,139,9574,10776,7733,6245,3360,2396,3762,7064,1508,
15,México,15010,Apaxco,27521,13576,13945,1633,832,801,25823,12710,13113,24733,12157,12576,20990,10267,10723,19374,9433,9941,17667,8581,9086,1631,830,801,3202,1613,1589,3784,1929,1855,1616,834,782,1707,852,855,3651,1815,1836,7810,2096,1038,1058,97,8082,17973,1401,2,21689,10812,10877,5703,2702,3001,23967,11775,12192,620,296,324,60,36,24,0,0,0,40,22,18,60,0,40,192,1240,680,364,137,214,85,67,112,26134,768,379,389,101,53,48,120,65,55,1195,580,615,881,427,454,49,34,15,980,354,626,1148,444,704,2484,1148,1336,2834,1327,1507,954,532,422,5622,3001,2621,5569,2652,2917,8,9,8,10725,7574,3151,10184,2649,7535,10208,7130,3078,517,444,73,12781,14620,8524,269,583,4804,6771,12592,1599,24875,1266,114,488,6494,5385,1109,27461,23453,4008,7361,6514,7341,6494,6514,556,291,27461,4,1,6344,138,1809,4659,262,1017,5182,6396,78,5212,1270,6210,6255,200,5053,98,5094,6221,5150,4157,3005,1456,2048,3742,817,
15,México,15011,Atenco,56243,27933,28310,3226,1675,1551,52210,25854,26356,49754,24585,25169,41360,20329,21031,38037,18639,19398,34587,16851,17736,3685,1882,1803,7165,3643,3522,8072,4109,3963,3323,1690,1633,3450,1788,1662,6770,3413,3357,15459,3723,1780,1943,99,17399,35647,2390,2,40468,20262,20206,14801,7185,7616,47916,23640,24276,1600,802,798,890,448,442,4,0,4,829,415,414,882,3,825,2351,2527,1283,752,170,327,118,135,181,52780,1929,997,932,193,99,94,196,93,103,2379,1192,1187,1596,836,760,206,116,90,1312,447,865,1412,542,870,3675,1593,2082,6695,3088,3607,2314,1319,995,11558,5959,5599,10916,5485,5431,9,9,8,21731,15174,6557,19503,5079,14424,20677,14275,6402,1054,899,155,30537,24823,11437,2071,856,8637,13479,24296,3535,50096,3555,39,1207,12218,9886,2332,55448,45793,9655,14315,12483,14050,12218,12483,1262,570,55448,5,1,11516,679,4519,7675,1184,2308,8680,12089,94,10913,1281,11994,11970,217,10707,110,10640,11834,9225,7746,4325,2290,2956,8646,1062,
15,México,15012,Atizapán,10299,4967,5332,719,364,355,9504,4566,4938,9031,4341,4690,7451,3542,3909,6900,3279,3621,6309,2979,3330,704,353,351,1349,671,678,1407,686,721,551,263,288,591,300,291,1436,711,725,2911,655,321,334,93,3323,6471,429,2,9502,4607,4895,682,302,380,8837,4247,4590,122,52,70,90,43,47,0,0,0,80,37,43,85,0,76,205,239,106,53,24,25,4,7,39,9955,370,180,190,45,28,17,44,29,15,381,182,199,322,151,171,47,26,21,374,121,253,345,135,210,795,320,475,1371,620,751,376,228,148,1904,945,959,1869,943,926,8,9,8,4313,2797,1516,3117,734,2383,4245,2746,1499,68,51,17,4055,6149,947,233,246,4229,2364,4398,672,9475,510,13,169,2088,1630,458,10227,8221,2006,2548,2112,2524,2088,2112,276,160,10227,5,1,1888,197,787,1296,202,402,1480,2070,13,1997,88,2045,2028,53,1937,36,1808,1976,1330,1116,851,452,753,991,251,
15,México,15013,Atizapán de Zaragoza,489937,238124,251813,23112,11731,11381,461329,223639,237690,444445,215037,229408,386267,185306,200961,362728,173319,189409,336710,160217,176493,25043,12761,12282,50019,25572,24447,56815,29035,27780,23539,11987,11552,26018,13102,12916,64834,31853,32981,142675,40109,18713,21396,95,121713,338230,24498,2,266513,131679,134834,213864,101731,112133,427141,206651,220490,13335,6262,7073,7212,3391,3821,35,5,30,6091,2855,3236,7162,32,6070,17260,12779,6541,3531,966,1339,600,552,1407,469055,11609,5903,5706,1248,616,632,1247,657,590,19588,9701,9887,22547,11457,11090,749,421,328,9982,3147,6835,13945,4979,8966,23925,10104,13821,51192,22911,28281,15123,8505,6618,78370,39458,38912,165116,81159,83957,10,10,10,216353,136924,79429,168646,47721,120925,204864,128673,76191,11489,8251,3238,197401,286129,201901,17961,4937,27444,137062,212561,36085,411420,36328,1002,20104,127521,97307,30214,484409,386177,98232,143576,129313,141784,127521,129300,10749,3514,484409,4,1,124759,1931,38825,88365,7944,19154,99919,127206,80,125805,1254,126980,126931,88,125388,328,117578,125389,115642,100804,67105,59335,88697,96629,48491,
15,México,15014,Atlacomulco,93718,44905,48813,5958,3049,2909,87267,41612,45655,82928,39462,43466,68229,32056,36173,62203,28946,33257,55904,25823,30081,6465,3179,3286,12573,6377,6196,14413,7368,7045,6026,3110,2916,6299,3123,3176,12865,6188,6677,26508,6252,2660,3592,92,31022,57830,4373,3,85290,41082,44208,7645,3448,4197,80332,38042,42290,1726,826,900,12634,5830,6804,90,8,82,12054,5614,6440,12555,90,11984,28381,2985,1485,1067,288,342,141,168,224,89893,3220,1626,1594,284,145,139,382,223,159,4299,2056,2243,3736,1761,1975,349,199,150,5511,1331,4180,4986,1208,3778,8076,3803,4273,10223,4728,5495,2807,1585,1222,14958,7716,7242,18823,8865,9958,8,9,8,34834,23050,11784,33133,8859,24274,33037,21640,11397,1797,1410,387,30203,62918,10803,3007,7947,39124,26714,36318,5101,84566,7168,31,631,21010,15796,5214,93131,74317,18814,26574,21172,26412,21010,21168,2806,2596,93131,4,1,20055,893,6821,14142,1208,3942,15781,20358,598,18991,1937,17729,17548,3332,16432,878,15886,19252,12813,8638,8926,4975,5976,11154,2736,
15,México,15015,Atlautla,27663,13396,14267,1608,814,794,25788,12449,13339,24705,11908,12797,20749,9873,10876,19001,9016,9985,17150,8111,9039,1649,836,813,3390,1740,1650,3971,1995,1976,1748,857,891,1851,905,946,3626,1733,1893,7688,2455,1196,1259,94,8395,17195,1806,2,25139,12222,12917,2179,1006,1173,24076,11553,12523,392,182,210,60,30,30,1,1,0,34,16,18,60,1,34,176,1100,560,300,125,163,83,50,108,26233,962,489,473,84,47,37,115,60,55,1230,585,645,781,359,422,84,46,38,1308,462,846,1382,551,831,2825,1242,1583,3483,1648,1835,926,490,436,5353,2740,2613,4415,2083,2332,8,8,8,10076,7401,2675,10600,2427,8173,9650,7037,2613,426,364,62,11989,15396,2322,672,302,11110,7184,11626,1921,24244,2431,51,452,6179,4824,1355,27402,22203,5199,7958,6266,7871,6179,6264,682,1010,27402,4,1,5144,1023,2589,3578,599,1628,3931,6102,65,5194,969,5963,5342,823,4598,192,4782,5754,3217,2752,1698,765,1562,2781,434,
15,México,15016,Axapusco,25559,12666,12893,1426,730,696,24074,11908,12166,22971,11335,11636,19123,9378,9745,17563,8597,8966,16060,7807,8253,1674,856,818,3277,1674,1603,3769,1911,1858,1560,781,779,1503,790,713,3204,1602,1602,6899,2371,1249,1122,98,7937,15817,1746,3,17194,8660,8534,8225,3933,4292,22130,10914,11216,648,306,342,118,56,62,0,0,0,80,34,46,116,0,80,360,1198,615,402,106,177,60,39,94,24072,854,456,398,61,31,30,95,54,41,1002,531,471,731,351,380,75,48,27,1218,499,719,1139,467,672,2622,1307,1315,3513,1626,1887,777,447,330,5042,2580,2462,3772,1837,1935,8,8,8,9296,6874,2422,9676,2416,7260,8854,6505,2349,442,369,73,12059,13372,2982,561,242,8858,6201,11229,1646,24058,924,1,199,6338,5194,1144,25474,21540,3934,7757,6356,7739,6338,6354,667,734,25474,4,1,6004,317,2821,3500,583,1416,4316,6220,99,5620,699,5675,5634,673,5099,178,5342,5888,4227,3169,2433,855,1161,3484,338,
15,México,15017,Ayapango,8864,4353,4511,565,276,289,8258,4055,4203,7874,3869,4005,6628,3250,3378,6082,2942,3140,5568,2675,2893,563,271,292,1067,534,533,1265,669,596,546,308,238,514,267,247,1170,579,591,2453,684,326,358,97,2741,5612,470,2,7225,3583,3642,1574,735,839,7590,3708,3882,223,119,104,38,24,14,0,0,0,23,14,9,37,0,23,125,358,198,62,28,42,15,17,43,8448,254,114,140,19,9,10,24,12,12,362,193,169,268,138,130,20,11,9,208,70,138,218,80,138,667,307,360,1055,512,543,398,204,194,1849,942,907,1723,815,908,9,9,9,3302,2332,970,3309,906,2403,3174,2226,948,128,106,22,3719,5098,1275,297,543,2605,2097,3925,602,7937,663,36,111,2298,1828,470,8828,7276,1552,2817,2310,2805,2298,2310,226,281,8828,4,1,2101,188,1092,1197,353,529,1404,2251,39,2114,173,2251,2187,97,2013,31,1963,2186,1558,1364,761,440,598,1472,230,
15,México,15018,Calimaya,47033,23061,23972,2951,1510,1441,43753,21385,22368,41799,20405,21394,34775,16912,17863,32113,15542,16571,29375,14161,15214,3015,1508,1507,5963,2965,2998,6582,3328,3254,2662,1370,1292,2738,1381,1357,6153,3021,3132,13265,3153,1475,1678,96,14591,29946,2167,2,43462,21365,22097,3062,1437,1625,40530,19772,20758,951,454,497,120,56,64,0,0,0,85,36,49,120,0,85,366,1566,837,438,120,148,99,73,141,44915,1461,725,736,162,75,87,154,72,82,1895,952,943,1404,745,659,73,47,26,1696,673,1023,1667,699,968,3029,1242,1787,5582,2448,3134,1343,756,587,9613,5028,4585,9640,4822,4818,9,9,9,17875,12725,5150,16732,4084,12648,17112,12091,5021,763,634,129,21301,25290,11864,1419,1841,7354,11072,21130,2529,44503,1138,16,275,10589,8818,1771,46718,39999,6719,14102,10694,13997,10589,10694,2091,1317,46718,4,1,9894,668,3627,6927,619,1837,8098,10466,99,10017,526,10231,10288,250,9779,171,8573,10189,6911,6166,4455,2445,3111,6678,1326,
15,México,15019,Capulhuac,34101,16541,17560,2035,1023,1012,31845,15407,16438,30380,14689,15691,25494,12228,13266,23515,11200,12315,21423,10179,11244,2119,1032,1087,4232,2147,2085,4797,2466,2331,1979,1028,951,2092,1021,1071,4504,2244,2260,9542,2546,1132,1414,94,10365,21787,1728,2,31341,15303,16038,2464,1094,1370,29862,14459,15403,339,140,199,105,60,45,0,0,0,69,40,29,105,0,69,257,1155,706,259,84,107,49,73,86,32568,963,480,483,88,47,41,131,79,52,1443,685,758,1269,640,629,65,39,26,768,264,504,808,293,515,2207,908,1299,3429,1573,1856,1605,907,698,6314,3131,3183,8276,4024,4252,9,9,9,13847,9143,4704,11548,3035,8513,13388,8787,4601,459,356,103,21971,11869,3944,636,1455,4473,8832,14355,2277,31664,1332,119,361,7399,5779,1620,33888,27429,6459,8323,7470,8252,7399,7470,513,340,33888,5,1,7081,307,2449,4938,559,1148,5683,7354,40,7163,227,7200,7242,149,7025,75,6337,7111,5116,4519,3498,1582,2979,4215,1001,
15,México,15020,Coacalco de Berriozábal,278064,134141,143923,11937,6223,5714,263133,126423,136710,254276,121968,132308,220677,104919,115758,206189,97689,108500,191100,90126,100974,13375,6768,6607,29081,14736,14345,34196,17230,16966,14488,7230,7258,15089,7563,7526,34704,17195,17509,82371,21801,9853,11948,93,68881,192824,13365,2,110737,54369,56368,163042,77635,85407,240962,115442,125520,11336,5459,5877,1621,845,776,5,2,3,1222,641,581,1609,5,1217,4111,8125,3900,2677,558,902,314,333,818,265534,5289,2657,2632,491,254,237,474,261,213,12728,6347,6381,13967,7157,6810,258,142,116,1982,566,1416,3111,1037,2074,7168,2574,4594,20313,8007,12306,7869,4263,3606,44208,21479,22729,113302,56134,57168,11,11,11,119932,75399,44533,100098,29198,70900,112881,70457,42424,7051,4942,2109,87783,186773,139426,16080,3674,15991,78832,119495,21914,228744,24357,657,15477,74086,55978,18108,275056,217057,57999,94839,75062,93863,74086,75055,15607,4170,275056,4,1,71976,1188,9806,63959,701,2296,70664,73862,33,73317,317,73635,73495,81,73086,77,67651,73225,70580,63628,36525,38610,54999,60511,28479,
15,México,15021,Coatepec Harinas,36174,17472,18702,2639,1367,1272,33464,16069,17395,31604,15165,16439,25463,12024,13439,22856,10684,12172,20271,9371,10900,2721,1341,1380,5280,2704,2576,6116,3125,2991,2607,1340,1267,2585,1313,1272,4778,2222,2556,9420,2795,1252,1543,93,13247,20842,2014,3,34504,16680,17824,1209,559,650,30342,14316,16026,280,135,145,41,22,19,0,0,0,19,11,8,40,0,19,127,1175,623,266,145,145,72,60,115,34740,1559,781,778,197,132,65,542,296,246,997,468,529,546,231,315,165,116,49,2779,1175,1604,2500,1092,1408,5604,2729,2875,5950,2819,3131,1268,712,556,4499,2035,2464,2552,1105,1447,6,6,6,12721,9506,3215,12585,2423,10162,12479,9285,3194,242,221,21,8720,27319,305,272,218,24999,9053,14414,1953,35015,844,1,103,8203,6330,1873,36103,29264,6839,10655,8225,10633,8203,8224,1908,522,36103,4,1,7340,847,3193,4999,372,1760,6057,7971,216,6005,2181,6663,6381,1768,4822,379,5757,7292,4811,3979,3187,781,1880,3986,428,
15,México,15022,Cocotitlán,12142,5976,6166,672,335,337,11377,5593,5784,10936,5373,5563,9282,4506,4776,8646,4205,4441,7950,3846,4104,672,341,331,1423,746,677,1606,821,785,636,301,335,696,359,337,1520,786,734,3376,1065,485,580,97,3403,7884,762,2,9979,4889,5090,2048,1024,1024,10681,5243,5438,222,116,106,92,46,46,0,0,0,74,36,38,92,0,74,252,399,225,87,49,49,31,27,34,11627,335,170,165,32,17,15,27,15,12,520,259,261,505,274,231,20,9,11,224,66,158,287,106,181,735,294,441,1175,555,620,397,215,182,2552,1294,1258,3194,1596,1598,9,9,9,4700,3187,1513,4564,1310,3254,4543,3052,1491,157,135,22,3947,8101,3567,545,379,2411,3052,5348,879,10837,687,31,273,3028,2425,603,12058,10013,2045,3538,3056,3510,3028,3056,318,164,12058,4,1,2837,182,1252,1768,305,667,2046,2970,49,2832,187,2974,2941,78,2744,24,2674,2923,2275,1890,1038,824,1451,2075,467,
15,México,15023,Coyotepec,39030,19282,19748,2518,1297,1221,35603,17531,18072,33865,16640,17225,28074,13652,14422,25858,12552,13306,23568,11411,12157,2582,1326,1256,4947,2553,2394,5473,2758,2715,2216,1100,1116,2290,1141,1149,5339,2630,2709,10728,2494,1214,1280,98,12263,24139,1719,2,32154,15987,16167,5860,2789,3071,33071,16234,16837,562,271,291,475,246,229,3,0,3,381,200,181,474,3,381,1550,1669,859,558,138,172,61,61,105,36274,1452,742,710,132,76,56,153,88,65,1610,770,840,1232,622,610,128,76,52,1311,420,891,1656,618,1038,2371,1020,1351,3840,1703,2137,1365,712,653,8083,4214,3869,7599,3878,3721,9,9,8,14146,9833,4313,13804,3748,10056,13586,9360,4226,560,473,87,17498,20567,13047,753,372,3845,9309,16181,2554,33132,2040,29,896,8195,6645,1550,38124,31667,6457,9500,8497,9198,8195,8497,627,376,38124,5,1,7436,743,2774,5402,689,1593,5881,8095,79,7745,427,7981,7958,218,7525,128,6906,7836,5793,4498,2675,1740,2031,5889,970,
15,México,15024,Cuautitlán,140059,69079,70980,7400,3757,3643,130172,64077,66095,124721,61340,63381,105088,51247,53841,97219,47175,50044,89433,43245,46188,8115,4097,4018,16969,8733,8236,19277,9946,9331,7869,4072,3797,7786,3930,3856,15983,8098,7885,41412,6758,2950,3808,97,40353,93018,4201,2,83773,42105,41668,53060,25361,27699,116546,57313,59233,7062,3430,3632,1099,551,548,4,2,2,891,448,443,1088,4,883,2711,4236,1864,1655,337,423,168,206,383,131491,3441,1768,1673,257,143,114,316,183,133,6192,3085,3107,5329,2700,2629,125,78,47,1385,382,1003,2064,691,1373,3980,1604,2376,10155,4381,5774,4317,2479,1838,24658,12388,12270,47715,23806,23909,10,11,10,58806,37742,21064,44864,12345,32519,56539,36088,20451,2267,1654,613,44672,91549,69664,6669,1898,7182,34635,61065,8734,115726,11040,293,5509,36072,28271,7801,136532,111230,25302,51344,36891,50525,36072,36886,11406,3047,136532,4,1,35414,329,7293,28610,739,2964,32088,35949,18,35488,363,35796,35548,245,35141,59,32668,35577,33524,29718,17793,16101,21534,29726,10269,
